Network ID,Event Id,Created Local Date Time,No Injuries,Injury Type,NetworkId,CreatedLOcalDateTime,VehicleType,Color
WC,60670,04/03/16 18:05,1,Light,WC,04/01/16 08:47,Taxi,White
WC,60672,05/03/16 15:28,1,Severe,WC,04/01/16 09:46,LDV,White
WC,60673,05/03/16 18:10,2,Light,WC,04/01/16 10:45,Car,Black
WC,60674,05/03/16 18:10,1,Severe,WC,04/01/16 10:52,Minibus,White
WC,60675,08/03/16 22:42,1,Light,WC,04/01/16 10:53,Car,White
WC,60676,09/03/16 06:25,1,Light,WC,04/01/16 10:55,Car,Other
WC,60677,09/03/16 17:18,2,Light,WC,04/01/16 11:17,Car,Red
WC,60678,10/03/16 09:15,1,Light,WC,04/01/16 11:34,Truck,Other
WC,60679,10/03/16 17:29,1,Severe,WC,04/01/16 11:43,Car,Other
WC,60682,12/03/16 15:29,1,Severe,WC,04/01/16 12:02,Taxi,White
WC,60683,12/03/16 19:58,1,Light,WC,04/01/16 12:03,Truck,White
WC,60684,12/03/16 19:58,1,Severe,WC,04/01/16 12:30,Car,White
WC,60688,13/03/16 00:37,4,Severe,WC,04/01/16 13:29,Car,Silver
WC,60688,13/03/16 00:37,4,Severe,WC,04/01/16 13:29,Car,Green
WC,60688,13/03/16 01:53,1,Severe,WC,04/01/16 13:29,Car,Silver
WC,60688,13/03/16 01:53,1,Severe,WC,04/01/16 13:29,Car,Green
WC,60690,13/03/16 01:53,5,Light,WC,04/01/16 13:44,Truck,White
WC,60691,13/03/16 18:00,1,Light,WC,04/01/16 13:52,Minibus,Silver
WC,60692,13/03/16 18:04,1,Light,WC,04/01/16 13:58,Car,Silver
WC,60693,13/03/16 20:17,1,Fatality,WC,04/01/16 14:09,LDV,White
WC,60694,13/03/16 22:33,1,Fatality,WC,04/01/16 14:11,Bus,White
WC,60695,14/03/16 08:50,3,Light,WC,04/01/16 14:13,Car,White
WC,60696,15/03/16 17:40,1,Light,WC,04/01/16 14:17,Truck,White
WC,60697,16/03/16 07:13,1,Light,WC,04/01/16 14:22,Car,White
WC,60699,17/03/16 13:46,1,Light,WC,04/01/16 15:18,Car,Blue
WC,60700,18/03/16 08:16,1,Light,WC,04/01/16 15:30,Car,Green
WC,60701,18/03/16 22:41,1,Light,WC,04/01/16 15:34,LDV,White
WC,60702,19/03/16 02:16,1,Fatality,WC,04/01/16 15:53,Truck,White
WC,60703,19/03/16 03:17,1,Severe,WC,04/01/16 16:03,Car,Black
WC,60704,19/03/16 14:54,3,Light,WC,04/01/16 16:14,LDV,White
WC,60706,20/03/16 03:44,2,Severe,WC,04/01/16 16:18,LDV,Other
WC,60707,20/03/16 03:44,1,Fatality,WC,04/01/16 16:37,Minibus,White
WC,60709,21/03/16 08:01,2,Fatality,WC,04/01/16 16:56,Car,Silver
WC,60710,22/03/16 07:48,2,Light,WC,04/01/16 17:16,LDV,White
WC,60711,25/03/16 18:13,1,Severe,WC,04/01/16 17:35,Car,White
WC,60713,25/03/16 18:13,1,Light,WC,04/01/16 18:00,LDV,White
WC,60713,25/03/16 18:13,1,Light,WC,04/01/16 18:00,Car,Green
WC,60713,25/03/16 21:53,2,Light,WC,04/01/16 18:00,LDV,White
WC,60713,25/03/16 21:53,2,Light,WC,04/01/16 18:00,Car,Green
WC,60715,26/03/16 05:28,1,Fatality,WC,04/01/16 18:49,Car,Red
WC,60716,26/03/16 05:28,1,Severe,WC,04/01/16 21:16,Car,White
WC,60725,26/03/16 05:55,6,Light,WC,05/01/16 02:35,Taxi,White
WC,60726,27/03/16 22:14,1,Fatality,WC,05/01/16 02:54,Car,Other
WC,60727,29/03/16 08:40,1,Light,WC,05/01/16 03:25,Taxi,White
WC,60730,30/03/16 12:30,2,Light,WC,05/01/16 04:38,LDV,White
WC,60731,31/03/16 15:28,1,Light,WC,05/01/16 06:12,LDV,Black
WC,60733,02/04/16 02:51,2,Light,WC,05/01/16 06:54,Bus,White
WC,60734,02/04/16 21:11,1,Light,WC,05/01/16 07:20,Truck,White
WC,60736,04/04/16 15:30,3,Light,WC,05/01/16 07:32,Car,White
WC,60737,04/04/16 17:46,1,Light,WC,05/01/16 07:48,Car,Other
WC,60737,04/04/16 17:46,1,Light,WC,05/01/16 07:48,Motorcycle,Other
WC,60737,04/04/16 20:08,1,Light,WC,05/01/16 07:48,Car,Other
WC,60737,04/04/16 20:08,1,Light,WC,05/01/16 07:48,Motorcycle,Other
WC,60738,04/04/16 22:28,1,Light,WC,05/01/16 07:53,LDV,White
WC,60739,05/04/16 08:45,1,Light,WC,05/01/16 07:58,Truck,White
WC,60739,05/04/16 08:45,1,Light,WC,05/01/16 07:58,Truck,White
WC,60739,06/04/16 16:23,2,Light,WC,05/01/16 07:58,Truck,White
WC,60739,06/04/16 16:23,2,Light,WC,05/01/16 07:58,Truck,White
WC,60741,06/04/16 17:26,1,Severe,WC,05/01/16 08:22,LDV,White
WC,60742,07/04/16 06:49,1,Severe,WC,05/01/16 08:28,Truck,White
WC,60744,07/04/16 17:09,1,Light,WC,05/01/16 08:37,Car,Black
WC,60746,07/04/16 19:13,4,Light,WC,05/01/16 08:49,Car,Silver
WC,60747,08/04/16 11:02,1,Light,WC,05/01/16 08:54,Taxi,White
WC,60748,09/04/16 01:46,1,Fatality,WC,05/01/16 09:08,Car,White
WC,60750,09/04/16 23:18,1,Light,WC,05/01/16 09:40,Minibus,White
WC,60753,10/04/16 02:23,1,Fatality,WC,05/01/16 10:57,Truck,White
WC,60754,10/04/16 02:23,1,Severe,WC,05/01/16 12:14,Truck,White
WC,60756,10/04/16 15:06,1,Severe,WC,05/01/16 13:35,Car,White
WC,60756,10/04/16 15:06,1,Severe,WC,05/01/16 13:35,Car,White
WC,60756,10/04/16 15:06,1,Severe,WC,05/01/16 13:35,Motorcycle,Black
WC,60756,11/04/16 14:55,1,Light,WC,05/01/16 13:35,Car,White
WC,60756,11/04/16 14:55,1,Light,WC,05/01/16 13:35,Car,White
WC,60756,11/04/16 14:55,1,Light,WC,05/01/16 13:35,Motorcycle,Black
WC,60756,12/04/16 05:22,1,Light,WC,05/01/16 13:35,Car,White
WC,60756,12/04/16 05:22,1,Light,WC,05/01/16 13:35,Car,White
WC,60756,12/04/16 05:22,1,Light,WC,05/01/16 13:35,Motorcycle,Black
WC,60758,12/04/16 06:55,1,Severe,WC,05/01/16 14:11,LDV,White
WC,60759,12/04/16 12:30,4,Light,WC,05/01/16 14:27,Truck,Black
WC,60760,13/04/16 07:17,1,Light,WC,05/01/16 14:39,LDV,White
WC,60761,13/04/16 14:54,1,Light,WC,05/01/16 14:41,LDV,White
WC,60765,13/04/16 20:11,1,Light,WC,05/01/16 16:09,Car,Other
WC,60766,13/04/16 20:11,1,Severe,WC,05/01/16 16:19,LDV,White
WC,60767,14/04/16 08:17,1,Severe,WC,05/01/16 16:21,Car,White
WC,60768,15/04/16 06:10,1,Light,WC,05/01/16 16:28,Car,Silver
WC,60770,15/04/16 08:18,1,Fatality,WC,05/01/16 16:59,Truck,White
WC,60771,16/04/16 20:21,1,Severe,WC,05/01/16 17:15,Minibus,White
WC,60772,17/04/16 02:24,2,Fatality,WC,05/01/16 17:52,Bus,White
WC,60773,18/04/16 12:46,1,Light,WC,05/01/16 17:59,Truck,White
WC,60773,18/04/16 12:46,1,Light,WC,05/01/16 17:59,Truck,White
WC,60773,19/04/16 07:47,1,Light,WC,05/01/16 17:59,Truck,White
WC,60773,19/04/16 07:47,1,Light,WC,05/01/16 17:59,Truck,White
WC,60776,19/04/16 07:47,1,Severe,WC,05/01/16 19:34,Bus,Black
WC,60777,19/04/16 14:46,1,Light,WC,05/01/16 21:48,Car,White
WC,60778,20/04/16 11:19,1,Severe,WC,05/01/16 23:42,Car,Other
WC,60779,21/04/16 00:42,1,Fatality,WC,06/01/16 01:44,Taxi,White
WC,60780,21/04/16 00:42,1,Severe,WC,06/01/16 05:20,Car,Other
WC,60781,21/04/16 06:59,1,Light,WC,06/01/16 05:37,Car,Other
WC,60782,21/04/16 17:01,1,Light,WC,06/01/16 06:11,LDV,White
WC,60783,22/04/16 06:36,1,Severe,WC,06/01/16 06:28,Truck,Other
WC,60784,22/04/16 06:36,3,Light,WC,06/01/16 06:29,Bus,White
WC,60785,25/04/16 07:34,1,Fatality,WC,06/01/16 07:21,Truck,Blue
WC,60786,26/04/16 14:13,1,Light,WC,06/01/16 07:24,Car,White
WC,60787,01/05/16 08:48,2,Fatality,WC,06/01/16 07:32,Car,White
WC,60788,01/05/16 08:48,3,Light,WC,06/01/16 07:33,Car,White
WC,60789,01/05/16 22:39,1,Fatality,WC,06/01/16 07:35,LDV,White
WC,60793,04/05/16 08:41,1,Light,WC,06/01/16 08:19,LDV,White
WC,60794,06/05/16 05:55,2,Light,WC,06/01/16 08:26,Car,Yellow
WC,60795,06/05/16 12:40,1,Fatality,WC,06/01/16 09:18,LDV,Black
WC,60797,07/05/16 20:43,7,Light,WC,06/01/16 10:27,Truck,White
WC,60798,07/05/16 20:43,2,Fatality,WC,06/01/16 10:50,LDV,White
WC,60799,07/05/16 20:43,1,Severe,WC,06/01/16 10:52,Truck,Other
WC,60801,08/05/16 03:38,2,Light,WC,06/01/16 11:13,Car,Black
WC,60801,08/05/16 03:38,2,Light,WC,06/01/16 11:13,Truck,Yellow
WC,60801,08/05/16 07:23,2,Light,WC,06/01/16 11:13,Car,Black
WC,60801,08/05/16 07:23,2,Light,WC,06/01/16 11:13,Truck,Yellow
WC,60803,08/05/16 21:02,1,Light,WC,06/01/16 12:15,Minibus,White
WC,60804,09/05/16 08:59,1,Severe,WC,06/01/16 13:21,Truck,White
WC,60806,09/05/16 18:10,1,Light,WC,06/01/16 13:46,LDV,White
WC,60807,10/05/16 07:05,1,Fatality,WC,06/01/16 14:00,Car,White
WC,60808,10/05/16 19:52,1,Light,WC,06/01/16 14:11,Bus,White
WC,60809,11/05/16 08:26,1,Light,WC,06/01/16 14:20,LDV,White
WC,60810,11/05/16 23:24,1,Severe,WC,06/01/16 15:15,LDV,White
WC,60812,13/05/16 05:59,3,Light,WC,06/01/16 15:28,Car,White
WC,60814,13/05/16 11:39,1,Fatality,WC,06/01/16 15:54,LDV,White
WC,60815,13/05/16 21:49,1,Fatality,WC,06/01/16 16:03,Truck,White
WC,60816,14/05/16 00:29,1,Light,WC,06/01/16 16:23,Car,White
WC,60817,15/05/16 02:01,1,Fatality,WC,06/01/16 16:28,LDV,White
WC,60818,15/05/16 14:24,1,Light,WC,06/01/16 16:33,Car,White
WC,60819,16/05/16 07:58,1,Light,WC,06/01/16 16:35,Car,Silver
WC,60820,16/05/16 12:07,1,Light,WC,06/01/16 17:01,Car,White
WC,60820,16/05/16 12:07,1,Light,WC,06/01/16 17:01,Car,Beige
WC,60820,17/05/16 09:44,1,Light,WC,06/01/16 17:01,Car,White
WC,60820,17/05/16 09:44,1,Light,WC,06/01/16 17:01,Car,Beige
WC,60821,18/05/16 16:12,1,Light,WC,06/01/16 17:19,LDV,White
WC,60822,19/05/16 07:32,1,Light,WC,06/01/16 17:23,LDV,White
WC,60823,19/05/16 07:32,1,Severe,WC,06/01/16 17:29,LDV,White
WC,60824,19/05/16 07:38,1,Light,WC,06/01/16 17:39,Car,White
WC,60829,19/05/16 13:58,1,Fatality,WC,06/01/16 19:34,Truck,Silver
WC,60832,20/05/16 07:35,1,Light,WC,06/01/16 22:10,LDV,White
WC,60833,20/05/16 15:12,1,Fatality,WC,07/01/16 00:32,Car,Other
WC,60834,20/05/16 16:51,1,Light,WC,07/01/16 00:55,Car,Other
WC,60835,20/05/16 22:24,1,Light,WC,07/01/16 00:58,Car,Other
WC,60837,21/05/16 04:29,1,Light,WC,07/01/16 04:01,Minibus,White
WC,60837,21/05/16 04:29,1,Light,WC,07/01/16 04:01,Minibus,White
WC,60837,21/05/16 04:34,1,Severe,WC,07/01/16 04:01,Minibus,White
WC,60837,21/05/16 04:34,1,Severe,WC,07/01/16 04:01,Minibus,White
WC,60838,21/05/16 23:45,1,Severe,WC,07/01/16 04:28,Car,White
WC,60839,22/05/16 03:38,2,Light,WC,07/01/16 04:48,Car,Red
WC,60841,22/05/16 08:20,1,Light,WC,07/01/16 06:02,Car,Silver
WC,60842,22/05/16 08:20,1,Severe,WC,07/01/16 06:13,Minibus,White
WC,60844,22/05/16 10:29,1,Fatality,WC,07/01/16 06:17,Car,Blue
WC,60845,22/05/16 14:27,7,Light,WC,07/01/16 06:29,Car,Silver
WC,60845,22/05/16 14:27,7,Light,WC,07/01/16 06:29,LDV,White
WC,60845,22/05/16 14:27,1,Severe,WC,07/01/16 06:29,Car,Silver
WC,60845,22/05/16 14:27,1,Severe,WC,07/01/16 06:29,LDV,White
WC,60846,22/05/16 19:05,1,Fatality,WC,07/01/16 07:05,LDV,White
WC,60847,24/05/16 08:44,1,Light,WC,07/01/16 07:07,Car,Silver
WC,60848,24/05/16 16:49,1,Severe,WC,07/01/16 07:24,Car,Black
WC,60849,24/05/16 16:49,1,Light,WC,07/01/16 07:41,LDV,White
WC,60850,25/05/16 15:54,1,Light,WC,07/01/16 07:45,Truck,Other
WC,60851,26/05/16 17:57,1,Light,WC,07/01/16 08:27,Taxi,White
WC,60852,27/05/16 09:44,1,Light,WC,07/01/16 08:29,LDV,Other
WC,60853,28/05/16 14:30,1,Severe,WC,07/01/16 09:20,Car,White
WC,60854,28/05/16 16:56,2,Light,WC,07/01/16 09:22,Car,Silver
WC,60855,29/05/16 10:17,1,Light,WC,07/01/16 09:29,Truck,White
WC,60856,31/05/16 05:30,2,Light,WC,07/01/16 10:11,LDV,Other
WC,60858,31/05/16 07:16,1,Light,WC,07/01/16 10:27,Truck,White
WC,60860,01/06/16 08:38,2,Light,WC,07/01/16 10:46,Car,Other
WC,60861,01/06/16 14:43,1,Light,WC,07/01/16 10:59,Bus,White
WC,60862,01/06/16 14:52,1,Fatality,WC,07/01/16 11:17,Car,White
WC,60863,01/06/16 15:43,2,Severe,WC,07/01/16 12:16,Car,White
WC,60864,01/06/16 16:08,2,Light,WC,07/01/16 12:34,Car,Silver
WC,60867,01/06/16 22:34,1,Light,WC,07/01/16 13:13,Car,Blue
WC,60868,01/06/16 23:24,1,Severe,WC,07/01/16 13:33,Truck,White
WC,60869,02/06/16 09:27,1,Light,WC,07/01/16 13:38,Car,White
WC,60870,03/06/16 09:09,3,Light,WC,07/01/16 13:54,LDV,Blue
WC,60872,03/06/16 09:55,2,Severe,WC,07/01/16 14:01,Bus,White
WC,60874,03/06/16 13:18,1,Light,WC,07/01/16 14:18,Truck,White
WC,60875,04/06/16 19:42,1,Severe,WC,07/01/16 14:19,LDV,White
WC,60876,05/06/16 07:41,4,Severe,WC,07/01/16 14:40,Motorcycle,Red
WC,60877,05/06/16 10:30,2,Light,WC,07/01/16 14:48,LDV,White
WC,60878,05/06/16 18:56,4,Light,WC,07/01/16 14:49,Car,White
WC,60879,05/06/16 20:00,3,Light,WC,07/01/16 14:57,Car,White
WC,60881,06/06/16 10:57,1,Light,WC,07/01/16 15:07,Car,White
WC,60882,06/06/16 19:34,1,Light,WC,07/01/16 15:08,Truck,White
WC,60883,06/06/16 19:49,1,Severe,WC,07/01/16 15:11,Truck,White
WC,60884,06/06/16 19:49,2,Light,WC,07/01/16 15:18,LDV,White
WC,60885,06/06/16 19:59,1,Light,WC,07/01/16 15:27,Car,Other
WC,60887,09/06/16 13:52,2,Light,WC,07/01/16 15:46,Car,Black
WC,60888,09/06/16 15:55,1,Light,WC,07/01/16 16:00,Bus,Blue
WC,60888,09/06/16 15:55,1,Light,WC,07/01/16 16:00,Truck,White
WC,60888,10/06/16 04:06,1,Fatality,WC,07/01/16 16:00,Bus,Blue
WC,60888,10/06/16 04:06,1,Fatality,WC,07/01/16 16:00,Truck,White
WC,60889,10/06/16 07:12,1,Fatality,WC,07/01/16 16:17,LDV,White
WC,60889,10/06/16 07:12,1,Fatality,WC,07/01/16 16:17,Car,Blue
WC,60889,10/06/16 07:12,1,Fatality,WC,07/01/16 16:17,Car,Red
WC,60889,10/06/16 07:31,1,Light,WC,07/01/16 16:17,LDV,White
WC,60889,10/06/16 07:31,1,Light,WC,07/01/16 16:17,Car,Blue
WC,60889,10/06/16 07:31,1,Light,WC,07/01/16 16:17,Car,Red
WC,60889,10/06/16 08:59,1,Fatality,WC,07/01/16 16:17,LDV,White
WC,60889,10/06/16 08:59,1,Fatality,WC,07/01/16 16:17,Car,Blue
WC,60889,10/06/16 08:59,1,Fatality,WC,07/01/16 16:17,Car,Red
WC,60890,12/06/16 03:02,3,Severe,WC,07/01/16 16:43,LDV,Other
WC,60891,12/06/16 12:28,1,Light,WC,07/01/16 17:06,Car,Silver
WC,60893,12/06/16 23:23,4,Light,WC,07/01/16 17:14,Car,Blue
WC,60893,12/06/16 23:23,4,Light,WC,07/01/16 17:14,LDV,Silver
WC,60893,13/06/16 23:54,1,Light,WC,07/01/16 17:14,Car,Blue
